ReturnHeader-Filer-EIN,ReturnHeader-Filer-BusinessName-BusinessNameLine1Txt,ReturnHeader-TaxPeriodEndDt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-AddressLine1Txt,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-CityNm,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-StateAbbreviationCd,ReturnHeader-PreparerFirmGrp-PreparerUSAddress-ZIPCd,ReturnHeader-Filer-USAddress-AddressLine1Txt,ReturnHeader-Filer-USAddress-CityNm,ReturnHeader-Filer-USAddress-StateAbbreviationCd,ReturnHeader-Filer-USAddress-ZIPCd,ReturnHeader-Filer-BusinessNameControlTxt,ReturnHeader-Filer-PhoneNum,ReturnHeader-BusinessOfficerGrp-PersonNm,ReturnHeader-BusinessOfficerGrp-PersonTitleTxt,ReturnHeader-BusinessOfficerGrp-PhoneNum,ReturnData-IRS990-WebsiteAddressTxt,ReturnData-IRS990-FormationYr,ReturnData-IRS990-ActivityOrMissionDesc,ReturnData-IRS990-TotalEmployeeCnt,ReturnData-IRS990-TotalVolunteersCnt,ReturnData-IRS990-PYContributionsGrantsAmt,ReturnData-IRS990-CYContributionsGrantsAmt,ReturnData-IRS990-PYProgramServiceRevenueAmt,ReturnData-IRS990-CYProgramServiceRevenueAmt,ReturnData-IRS990-PYInvestmentIncomeAmt,ReturnData-IRS990-CYInvestmentIncomeAmt,ReturnData-IRS990-PYOtherRevenueAmt,ReturnData-IRS990-CYOtherRevenueAmt,ReturnData-IRS990-PYTotalRevenueAmt,ReturnData-IRS990-CYTotalRevenueAmt,ReturnData-IRS990-PYGrantsAndSimilarPaidAmt,ReturnData-IRS990-CYGrantsAndSimilarPaidAmt,ReturnData-IRS990-PYBenefitsPaidToMembersAmt,ReturnData-IRS990-CYBenefitsPaidToMembersAmt,ReturnData-IRS990-PYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-CYSalariesCompEmpBnftPaidAmt,ReturnData-IRS990-PYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-CYTotalProfFndrsngExpnsAmt,ReturnData-IRS990-PYTotalFundraisingExpenseAmt,ReturnData-IRS990-CYTotalFundraisingExpenseAmt,ReturnData-IRS990-PYOtherExpensesAmt,ReturnData-IRS990-CYOtherExpensesAmt,ReturnData-IRS990-PYTotalExpensesAmt,ReturnData-IRS990-CYTotalExpensesAmt,ReturnData-IRS990-PYRevenuesLessExpensesAmt,ReturnData-IRS990-CYRevenuesLessExpensesAmt,ReturnData-IRS990-TotalAssetsBOYAmt,ReturnData-IRS990-TotalAssetsEOYAmt,ReturnData-IRS990-TotalLiabilitiesBOYAmt,ReturnData-IRS990-TotalLiabilitiesEOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesBOYAmt,ReturnData-IRS990-NetAssetsOrFundBalancesEOYAmt,ReturnData-IRS990-MissionDesc,ReturnData-IRS990-AccountsReceivableGrp-BOYAmt,ReturnData-IRS990-AccountsReceivableGrp-EOYAmt
540505868,THE BLUE RIDGE SCHOOL INC,2016-05-31,124 NEWMAN AVENUE,HARRISONBURG,VA,22801,273 MAYO DRIVE,ST GEORGE,VA,22935,BLUE,4349852811,WILLIAM A DARRIN III,HEADMASTER,4349852811,WWW.BLUERIDGESCHOOL.COM,1913,"WE SPECIFICALLY FOCUS ON HELPING BOYS REACH THEIR POTENTIAL THROUGH PERSONALIZED, STRUCTURED, INNOVATIVE LEARNING PRACTICES IN A COLLEGE PREPARATORY, ALL-BOARDING COMMUNITY.",121,140,1280056,1822144,7879464,8740289,989665,731001,200693,40783,10349878,11334217,1542114,1939471,0,0,4569422,4721072,0,0,,788025,3404958,3386956,9516494,10047499,833384,1286718,30089350,29823949,6942722,6363125,23146628,23460824,"WE SPECIFICALLY FOCUS ON HELPING BOYS REACH THEIR POTENTIAL THROUGH PERSONALIZED, STRUCTURED, INNOVATIVE LEARNING PRACTICES IN A COLLEGE PREPARATORY, ALL-BOARDING COMMUNITY.",68142,54299
580566169,DARLINGTON SCHOOL INC,2016-05-31,5607 GLENRIDGE DR STE 650,ATLANTA,GA,303424959,1014 CAVE SPRING ROAD,ROME,GA,30161,DARL,7062360400,ELIZABETH W POLLARD,CFO,7062360478,WWW.DARLINGTONSCHOOL.ORG,1922,"TO EMPOWER STUDENTS TO LEARN WITH PASSION, ACT WITH INTEGRITY, AND SERVE WITH RESPECT.",242,60,2952188,5035111,20448259,21222364,2058160,866375,43613,68612,25502220,27192462,4762418,4776544,,0,10234191,10575503,,0,,1032203,11802856,12155972,26799465,27508019,-1297245,-315557,92331866,88570645,24039004,23102875,68292862,65467770,"TO EMPOWER STUDENTS TO LEARN WITH PASSION, ACT WITH INTEGRITY, AND SERVE WITH RESPECT.",329608,611862
141430542,NORTH COUNTRY SCHOOL INC,2016-08-31,24 Margaret St Suite 4,Plattsburgh,NY,12901,4382 CASCADE ROAD,LAKE PLACID,NY,12946,NORT,5185239329,DAVID HOCHSCHARTNER,HEADMASTER,,HTTP://WWW.NCT.ORG,1958,THE ORGANIZATION IS CONCERNED WITH THE EDUCATION OF CHILDREN IN MIND AND BODY IN NONTRADITIONAL FORMATS AS WELL AS AN APPRECIATION FOR NATURE.,187,,3164173,2859239,6171820,5779692,704357,547757,50438,64062,10090788,9250750,1257488,1201341,,0,3833197,3725731,,0,,549063,2778295,2804806,7868980,7731878,2221808,1518872,25657924,24961128,5763484,3683907,19894440,21277221,"THE ORGANIZATION OPERATES A PRIVATE COED BOARDING SCHOOL FOR GRADES 4 THROUGH 9 WITH THE STUDENTS RESIDING IN FAMILY LIKE GROUPS AS WELL AS A SUMMER CAMP PROGRAM, BOTH GROUPS LEARNING A RESPECT FOR THE ENVIRONMENT AND THE BALANCE OF NATURE THROUGH THE ORGANIC FARM ON PREMISES AND THE CARE OF LIVESTOCK.",1682577,1024083
060646681,INDIAN MOUNTAIN SCHOOL INC,2016-06-30,296 STATE STREET,NORTH HAVEN,CT,064732165,211 INDIAN MOUNTAIN ROAD,LAKEVILLE,CT,06039,INDI,8604350871,CHERYL SLEBODA,CFO,8604350871,WWW.INDIANMOUNTAIN.ORG,1922,TO PROVIDE EDUCATION TO PRE K THRU 9TH GRADE DAY AND BOARDING SCHOOL STUDENTS.,134,0,746936,797288,9426618,8553672,578378,629380,109914,88362,10861846,10068702,1229111,1086454,0,0,5927847,6154489,0,0,,584451,3732632,3538352,10889590,10779295,-27744,-710593,20663036,19359107,3090433,2873472,17572603,16485635,TO PROVIDE EDUCATION TO PRE K THRU 9TH GRADE DAY AND BOARDING SCHOOL STUDENTS.,290673,247282
042103562,Dana Hall School,2016-06-30,401 Edgewater Place Suite 300,Wakefield,MA,018806208,PO Box 9010,Wellesley,MA,024829010,DANA,7812353010,Charlie Breslin,Chief Operating Officer,7812353010,www.danahall.org,1938,"Please see Schedule O.Dana Hall School is an independent boarding and day school for girls in grades six through twelve. Dana Hall is committed to fostering excellence in academics, the arts, and athletics within a vibrant, caring community. With emphasis on integrity, leadership, diversity, and service as well as on respect for self and others, Dana Hall provides its students with a unique opportunity to prepare themselves for the challenges and choices they will face as women and citizens of the world.",386,0,7611541,3494731,23433287,24157215,206026,492095,37519,9802,31288373,28153843,3928311,4120521,0,0,14663493,15234045,0,0,,1935656,8542863,9165042,27134667,28519608,4153706,-365765,103244607,101372159,28484123,28538020,74760484,72834139,Dana Hall is an independent boarding and day school for girls in grades six through twelve.,146567,77327
042121313,BERKSHIRE SCHOOL INC,2016-06-30,296 STATE STREET,NORTH HAVEN,CT,064732165,245 NORTH UNDERMOUNTAIN ROAD,SHEFFIELD,MA,012579672,BERK,4132298511,PIETER M MULDER,HEAD OF SCHOOL,4132291231,BERKSHIRESCHOOL.ORG,1919,"TO PROVIDE SECONDARY EDUCATIONAL, SOCIAL, AND ATHLETIC PROGRAMS TO CHILDREN.",258,100,25074833,13265073,23163089,24349160,1592043,4157188,-74229,-58804,49755736,41712617,4735772,4991971,988425,983400,13523331,14887773,0,0,,1227865,14056349,14475234,33303877,35338378,16451859,6374239,267221178,268337995,45701850,47886217,221519328,220451778,TO PROVIDE YOUNG MEN AND WOMEN WITH THE INTELLECTUAL AND MORAL FOUNDATIONS AND THE LEADERSHIP SKILLS THAT WILL ENABLE THEM TO FLOURISH AS MEMBERS OF A FAMILY AND A COMMUNITY AS THEY CONFRONT THE CHALLENGES OF COLLEGE AND BEYOND.,119780,108973
116112414,THE STONY BROOK SCHOOL,2016-06-30,125 Baylis Road Suite 300,Melville,NY,11747,1 CHAPMAN PARKWAY,STONY BROOK,NY,117901799,STON,6317511800,SCOTT PAVAO,CFO,6317511800,WWW.STONYBROOKSCHOOL.ORG,1922,THE STONY BROOK SCHOOL IS AN INDEPENDENT COLLEGE PREPARATORY SCHOOL (GRADES 7 - 12).,227,25,2926961,3856186,13824861,15230468,1016511,277163,125152,138778,17893485,19502595,2797261,2838890,0,0,6778438,7101213,0,0,,633448,6987802,6188626,16563501,16128729,1329984,3373866,51565067,53107750,9289245,7833517,42275822,45274233,"THE STONY BROOK SCHOOL IS AN INDEPENDENT COLLEGE PREPARATORY SCHOOL (GRADES 7-12) THAT EXISTS TO CHALLENGE YOUNG MEN AND WOMEN TO KNOW JESUS CHRIST AS LORD, TO LOVE OTHERS AS THEMSELVES, AND TO GROW IN KNOWLEDGE AND SKILL, IN ORDER THAT THEY MAY SERVE THE WORLD THROUGH THEIR CHARACTER AND LEADERSHIP.",97878,229373
060646784,Pomfret School Incorporated,2016-06-30,609 FARMINGTON AVE STE 201,HARTFORD,CT,06105,398 Pomfret Street,Pomfret,CT,06258,POMF,8609636100,EDWARD GRIFFIN,CHIEF FINANCIAL OFFICER,8609636100,www.pomfretschool.org,1928,"Pomfret School is a college preparatory boarding and day school for boys and girls in grades 9 through 12 and postgraduate. Pomfret School cultivates a healthy independence of mind, body, and spirit in its students as it prepares them for college and to lead in a diverse and increasingly interconnected society.",232,370,11850486,3672030,18477483,19549009,2123688,194269,485857,405458,32937514,23820766,3782713,3938247,,0,11480173,11357765,,0,,1432219,8582109,9407769,23844995,24703781,9092519,-883015,97772484,93466527,23377454,22913708,74395030,70552819,Pomfret School is a college preparatory boarding,43321,96732
030179600,VERMONT ACADEMY,2016-06-30,19 MORGAN DRIVE,LEBANON,NH,03766,PO BOX 500,SAXTONS RIVER,VT,05154,VERM,8028696200,STANLEY COLLA,INTERIM HEAD OF SCHOOL,8028696200,VERMONTACADEMY.ORG,1876,"WE ARE DEVOTED TO CREATING CONFIDENT AND INDEPENDENT LEARNERS THROUGH PERSONAL ATTENTION IN A UNIQUE VERMONT ENVIRONMENT. WE BELIEVE IN OUR STUDENTS AND IN THEIR CAPACITY TO LEARN AND DEVELOP INTO RESPONSIBLE, SELF-DISCIPLINED ADULTS. OUR FACULTY AND STAFF ARE COMMITTED TO HELPING STUDENTS DISCOVER THEIR INDIVIDUAL TALENTS AND DEVELOP THE CHARACTER, STRENGTH, AND SKILLS TO MEET THE CHALLENGES IN THEIR LIVES.",252,18,898851,937191,12142837,12375620,631906,123317,112426,168999,13786020,13605127,2552386,2797631,0,0,6430739,6981325,0,0,,639412,4862546,4840914,13845671,14619870,-59651,-1014743,27494722,27758096,6025235,6580263,21469487,21177833,"TO PROVIDE A SUPPORTIVE COMMUNITY AND CLOSE PERSONAL ATTENTION TO ITS STUDENTS, VERMONT ACADEMY DEVELOPS CONFIDENT, ACTIVE LEARNERS AND RESPECTFUL CITIZENS.",389148,371878
540505898,FOXCROFT SCHOOL,2016-06-30,805 KING FARM BLVD 3RD FLOOR,ROCKVILLE,MD,20850,PO BOX 5555,MIDDLEBURG,VA,20118,FOXC,5406875555,DEBORAH ANDERSON,BUSINESS MANAGER,5406875555,WWW.FOXCROFT.ORG,1914,FOXCROFT SCHOOL'S MISSION IS TO PROVIDE GIRLS IN GRADES 9-12 WITH A COLLEGE PREPARATORY EDUCATION.,121,114,45516077,12245473,8905861,9391855,1642837,1799753,42100,14574,56106875,23451655,1688220,2116550,0,0,5882043,6034028,0,0,,893517,5251054,5413302,12821317,13563880,43285558,9887775,113632081,121388504,5434920,5458964,108197161,115929540,FOXCROFT SCHOOL'S MISSION IS TO PROVIDE GIRLS IN GRADES 9-12 WITH A COLLEGE PREPARATORY EDUCATION.,179606,164038
941156652,SANTA CATALINA SCHOOL,2016-06-30,913 Blanco Circle,Salinas,CA,93901,1500 MARK THOMAS DRIVE,MONTEREY,CA,93940,SANT,8316559334,Margaret Bradley,Head of School,,www.santacatalina.org,1950,"Santa Catalina is an Independent School for Grades Pre-K through 12 whose Mission Statement is: Excellence. Spirituality. Responsibility. Service. Santa Catalina School exists to develop in each student a striving for excellence, a maturing awareness of moral and spiritual values, a sense of responsible purpose, and a determination to serve the world with courage, graciousness, and compassion.",240,20,5750471,3425337,16020714,16302698,2092412,1663233,266879,518562,24130476,21909830,2665980,2690297,,0,11203147,11457434,,0,,985492,5091509,5356554,18960636,19504285,5169840,2405545,95156795,94896053,15549019,15665308,79607776,79230745,"Santa Catalina is an Independent School for Grades Pre-K through 12 whose Mission Statement is: Excellence. Spirituality. Responsibility. Service. Santa Catalina School exists to develop in each student a striving for excellence, a maturing awareness of moral and spiritual values, a sense of responsible purpose, and a determination to serve the world with courage, graciousness, and compassion.",6604731,6044348
231352647,THE HILL SCHOOL,2016-06-30,1818 MARKET STREET SUITE 2400,PHILADELPHIA,PA,19103,717 E HIGH ST,POTTSTOWN,PA,19464,HILL,6103261000,ZACHARY G LEHMAN,HEADMASTER,6103261000,WWW.THEHILL.ORG,1920,SECONDARY BOARDING/DAY EDUCATIONAL INSTITUTION,291,85,12872662,12818354,26518892,26017031,6704508,2382140,170382,304904,46266444,41522429,6768181,6984280,0,0,15837905,16503533,60800,137385,,3587180,15407243,15950823,38074129,39576021,8192315,1946408,255786238,230140999,63707540,41382393,192078698,188758606,"THE HILL SCHOOL PREPARES STUDENTS FROM ACROSS THE COUNTRY AND AROUND THE WORLD FOR COLLEGE, CAREERS AND LIFE. WITHIN A FAMILY SCHOOL ENVIRONMENT AND A RIGOROUS LIBERAL ARTS CURRICULUM, WE CHALLENGE OUR YOUNG PEOPLE TO WORK HARD; THINK AND REASON; BE FULFILLED; SERVE THE COMMON GOOD; AND BE PREPARED TO LEAD AS CITIZENS OF THE WORLD, UNIQUELY GUIDED BY OUR MOTTO, ""WHATSOEVER THINGS ARE TRUE.""",216304,115593
560532314,SAINT MARYS SCHOOL,2016-06-30,,,,,900 Hillsborough Street,Raleigh,NC,27603,SAIN,9194244125,Monica Gillespie,Head of School,9194244123,www.sms.edu,1897,"Saint Mary's School in Raleigh, North Carolina, is an independent, college-preparatory girls boarding and day school dedicated to academic excellence and personal achievement for grades 9 - 12.",224,400,3189315,5898859,10118304,10378474,503371,202554,60866,0,13871856,16479887,2010000,2100553,0,0,6694852,6952943,28321,28199,,1082355,5581329,5958298,14314502,15039993,-442646,1439894,50885317,51135108,12473813,11210267,38411504,39924841,"Saint Mary's School in Raleigh, North Carolina, is an independent, college-preparatory girls boarding and day school dedicated to academic excellence and personal achievement for grades 9 - 12.",88184,56108
951856591,THE WEBB SCHOOLS,2016-06-30,2210 E ROUTE 66 STE 100,GLENDORA,CA,917404676,1175 W BASELINE ROAD,CLAREMONT,CA,91711,WEBB,9096263587,JANET K PEDDY,"CFO, ASST SECRETARY",9096263587,WWW.WEBB.ORG,1955,"THE MISSION OF THE WEBB SCHOOLS IS TO PROVIDE AN EXEMPLARY LEARNING COMMUNITY THAT NURTURES AND INSPIRES BOYS AND GIRLS TO BECOME MEN AND WOMEN WHO THINK BOLDLY, MINDFULLY AND CREATIVELY, ACT WITH HONOR AND MORAL COURAGE, LEAD WITH DISTINCTION, AND SERVE WITH A GENEROUS SPIRIT.",218,180,3159091,5519087,19746928,20660528,1218344,207623,58266,61707,24182629,26448945,4458835,4490090,,0,10054357,10362032,,0,,1566526,7793484,8718234,22306676,23570356,1875953,2878589,62716176,64721073,17019723,17050733,45696453,47670340,"THE MISSION OF THE WEBB SCHOOLS IS TO PROVIDE AN EXEMPLARY LEARNING COMMUNITY THAT NURTURES AND INSPIRES BOYS AND GIRLS TO BECOME MEN AND WOMEN WHO THINK BOLDLY, MINDFULLY AND CREATIVELY, ACT WITH HONOR AND MORAL COURAGE, LEAD WITH DISTINCTION, AND SERVE WITH A GENEROUS SPIRIT.",147263,257203
520591516,GARRISON FOREST SCHOOL INC,2016-06-30,100 INTERNATIONAL DRIVE SUITE 1400,BALTIMORE,MD,21202,300 GARRISON FOREST SCHOOL,OWINGS MILLS,MD,21117,GARR,4103631500,WILLIAM S HODGETTS,ASST. HEAD OF SCHOOL: FINANCE,4103631500,WWW.GFS.ORG,1939,"AT GARRISON FOREST SCHOOL, WE PREPARE OUR STUDENTS IN AND OUT OF THE CLASSROOM TO THRIVE IN A COMPLEX AND CHANGING WORLD.",283,150,2288970,6235597,19266447,19033907,4146422,3156899,163816,173304,25865655,28599707,3390159,3905529,0,0,10695100,10885123,0,0,,946747,8996685,9081258,23081944,23871910,2783711,4727797,78461474,79759297,14485171,15438207,63976303,64321090,"AT GARRISON FOREST SCHOOL, WE PREPARE OUR STUDENTS IN AND OUT OF THE CLASSROOM TO THRIVE IN A COMPLEX, CHANGING WORLD BY: CHALLENGING THEM TO STRIVE FOR ACADEMIC EXCELLENCE AND TO GROW INTO INFORMED, INDEPENDENT, AND CREATIVE THINKERS; CULTIVATING AN AUTHENTIC AND RESILIENT SENSE OF SELF, GROUNDED IN RESPECT AND INTEGRITY; CREATING A DIVERSE AND INCLUSIVE COMMUNITY BUILT ON A SPIRIT OF CARING; INSPIRING YOUNG WOMEN TO LEAD AND TO SERVE WITH PASSION, PURPOSE, AND JOY.",633617,648927
951642398,The Thacher School,2016-06-30,1332 Mill Creek Ct,Thousand Oaks,CA,913606202,5025 Thacher Road,Ojai,CA,93023,THAC,8056403237,James Poulsen,Asst. Treasurer,,www.thacher.org,1924,"The Thacher School is a coeducational boarding high school (grades 9-12) serving academically talented students who will benefit from a rigorous college preparatory experience. Honor, fairness, kindness and truth are the cornerstones of school life.",238,416,38296543,25629715,13600886,14054834,1453435,19237301,153513,-22229,53504377,58899621,2749252,2717180,,0,10471742,11072500,,0,,2305322,12272441,12434720,25493435,26224400,28010942,32675221,242983678,249364375,37634421,37435243,205349257,211929132,"The Thacher School is a coeducational boarding high school (grades 9-12) serving academically talented students who will benefit from a rigorous college preparatory experience. Honor, fairness, kindness and truth are the cornerstones of school life.",407192,365782
042103632,Tabor Academy,2016-06-30,75 STATE STREET,BOSTON,MA,02109,66 Spring Street,Marion,MA,02738,TABO,5087482000,CHRISTOPHER J WINSLOW,cfo,5082918370,www.taboracademy.org,1876,A coeducational college prepatory boarding and day school that provides distinctive opportunities for students.,358,22,3209628,3691745,27097229,28095976,639512,1345060,0,0,30946369,33132781,6193775,7039355,0,0,14188873,15579972,0,0,,2338381,11373442,12423065,31756090,35042392,-809721,-1909611,108246316,105448341,21119360,23810673,87126956,81637668,"Tabor academy focuses its academic programs to inspire a life-long love of learning, to instill a passion for the highest standards of achievement, to encourage personal responsibility, and to foster care for others and committed citizenship.",475510,153080
042103563,TRUSTEES OF DEERFIELD ACADEMY,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,PO BOX 87,DEERFIELD,MA,013420087,TRUS,4137740241,KEITH FINAN,ASSOC. HEAD OF SCHOOL & CFO,4137740241,WWW.DEERFIELD.EDU,1797,"DEERFIELD ACADEMY IS AN INDEPENDENT SECONDARY SCHOOL COMMITTED TO HIGH STANDARDS OF SCHOLARSHIP, CITIZENSHIP, AND PERSONAL RESPONSIBILITY. THROUGH A RIGOROUS LIBERAL ARTS CURRICULUM, EXTENSIVE CO-CURRICULAR PROGRAM, AND SUPPORTIVE RESIDENTIAL ENVIRONMENT, DEERFIELD ENCOURAGES EACH STUDENT TO DEVELOP AN INQUISITIVE AND CREATIVE MIND, SOUND BODY, AND STRONG MORAL CHARACTER.",664,536,62989926,5324098,33650688,35880167,5051712,8451875,868569,832298,102560895,50488438,8737844,10067538,0,0,28201644,29972868,23465,0,,5138096,21954771,22836328,58917724,62876734,43643171,-12388296,838653448,798976227,69771213,69747796,768882235,729228431,"DEERFIELD ACADEMY IS AN INDEPENDENT SECONDARY SCHOOL COMMITTED TO HIGH STANDARDS OF SCHOLARSHIP, CITIZENSHIP, AND PERSONAL RESPONSIBILITY. THROUGH A RIGOROUS LIBERAL ARTS CURRICULUM, EXTENSIVE CO-CURRICULAR PROGRAM, AND SUPPORTIVE RESIDENTIAL ENVIRONMENT, DEERFIELD ENCOURAGES EACH STUDENT TO DEVELOP AN INQUISITIVE AND CREATIVE MIND, SOUND BODY, AND STRONG MORAL CHARACTER.",405930,570686
016021559,Hyde School,2016-06-30,PO Box 1100,Portland,ME,041041100,616 High Street,Bath,ME,04530,HYDE,2074435584,Cynthia Morgan,Executive Business Manager,2074435584,www.hyde.edu,1966,Education for grades 9 through post graduate.,155,18,4913579,2785934,9461159,9520569,378874,286322,1498677,1504234,16252289,14097059,2020708,2246843,0,0,5323045,5669564,0,0,,1022147,5200357,5335181,12544110,13251588,3708179,845471,39309097,40146207,7596959,7885474,31712138,32260733,"The mission of Hyde Schools is to renew and transform lives through in-depth programs of family-based character education, involving the values of courage, integrity, leadership, curiosity, and concern.",91951,17104
060662137,HAMDEN HALL SCHOOL INC,2016-06-30,100 BRADLEY ROAD,WOODBRIDGE,CT,06525,1108 WHITNEY AVENUE,HAMDEN,CT,06517,HAMD,2037522600,BENELYN ARPINE,BUSINESS MANAGER,2037522650,WWW.HAMDENHALL.ORG,1946,EDUCATION,298,0,1760201,1429318,18502383,19963591,544107,344079,0,0,20806691,21736988,4822034,5523727,0,0,10246761,10823828,0,0,,300014,5532333,5492764,20601128,21840319,205563,-103331,37118871,38342141,25899015,29265140,11219856,9077001,"TO CONDUCT, MAINTAIN, OPERATE AND MANAGE AN EDUCATIONAL INSTITUTION AND SCHOOL, TO EDUCATE AND ADVANCE THE EDUCATION OF GIRLS AND BOYS, YOUNG WOMEN AND YOUNG MEN AND TO STIMULATE IN THEM SOUND SCHOLARSHIP, LEARNING, PHYSICAL VIGOR AND UPRIGHTNESS OF CHARACTER BY SUCH METHODS AND UPON SUCH LIVES AS MAY SEEM EXPEDIENT.",603460,680893
042103964,THE CAMBRIDGE SCHOOL OF WESTON INC,2016-06-30,56 EXCHANGE TERRACE,PROVIDENCE,RI,02903,45 GEORGIAN ROAD,WESTON,MA,02493,CAMB,7816428600,RICK MCCREADY,TREASURER,7816428600,WWW.CSW.ORG,1936,SEE SCHEDULE O,240,90,1631502,3185020,16561025,17537061,291964,448802,88067,82911,18572558,21253794,3083380,3464299,0,0,9542029,9973574,94513,126787,,909323,5441063,5288184,18160985,18852844,411573,2400950,46419823,50660223,17245338,19327724,29174485,31332499,SEE SCHEDULE O,66755,71077
930630376,Delphi Schools Inc,2016-12-31,3511 SE Milwaukie Ave,Portland,OR,97202,20950 SW Rock Creek Rd,Sheridan,OR,97378,DELP,5038433521,Gregory Ott,President,,WWW.DELPHIAN.ORG,1973,"Develops, operates, and advises private, non-sectarian ""Delphi Academy"" schools owned and operated by Delphi Schools, Inc., and licenses its ""Delphi Program"" to schools owned and/or operated by other nonprofit tax-exempt organizations.",294,18,795959,9814556,17185502,15532252,462294,439195,161484,205110,18605239,25991113,2020631,2731553,,0,8252470,7883387,,0,,152010,6764872,6037731,17037973,16652671,1567266,9338442,29696417,38192922,10121335,8985266,19575082,29207656,"Develops, operates, and advises private, non-sectarian ""Delphi Academy"" schools owned and operated by Delphi Schools, Inc., and licenses its ""Delphi Program"" to schools owned and/or operated by other nonprofit tax-exempt organizations.",81109,54470
060653119,THE LOOMIS INSTITUTE,2016-06-30,29 S MAIN STREET PO BOX 272000,WEST HARTFORD,CT,061272000,BATCHELDER ROAD,WINDSOR,CT,06095,LOOM,8606876000,RICHARD ESPOSITO,CFO,8606876000,WWW.LOOMIS.ORG,1874,EDUCATION OF HIGH SCHOOL (GRADES 9-12) BOYS AND GIRLS IN A BOARDING AND DAY SCHOOL FORMAT FOR THE PURPOSE OF COLLEGE PREPARATION AND PLACEMENT.,415,541,9482506,8589855,35158573,37036231,2494347,187251,494292,468514,47629718,46281851,7664510,8074370,0,0,21764691,22633726,0,0,,3567444,18976190,18897438,48405391,49605534,-775673,-3323683,322432366,313082275,83858469,82221520,238573897,230860755,EDUCATION OF HIGH SCHOOL (GRADES 9-12) BOYS AND GIRLS IN A BOARDING AND DAY SCHOOL FORMAT FOR THE PURPOSE OF COLLEGE PREPARATION AND PLACEMENT.,9421675,8770677
562108610,WINSTON SALEM ACADEMY INC,2016-06-30,200 OTTAWA AVE NW STE 300,GRAND RAPIDS,MI,49503,5426 SHATTALON DRIVE,WINSTONSALEM,NC,271060000,WINS,6162221700,DERRICK BOONE SR,PRESIDENT,6162221700,WWW.NHASCHOOLS.COM,1998,"TO OPERATE A PUBLIC SCHOOL ACADEMY WHICH PROVIDES EDUCATION BASED ON RIGOROUS TEACHING METHODS, PARENTAL INVOLVEMENT, STUDENT RESPONSIBILITY, AND BASIC MORAL VALUES.",0,452,6085303,6015814,61519,51957,0,0,35000,35000,6181822,6102771,0,0,0,0,2743358,2793599,0,0,,0,3443308,3311941,6186666,6105540,-4844,-2769,292504,172578,274081,156924,18423,15654,"TO OPERATE A PUBLIC SCHOOL ACADEMY AND TO PROVIDE EDUCATION TO CHILDREN IN GRADES KINDERGARTEN THROUGH EIGHTH GRADE BASED ON RIGOROUS TEACHING METHODS, PARENTAL INVOLVEMENT, STUDENT RESPONSIBILITY, AND BASIC MORAL VALUES. ENROLLMENT IS OPEN TO ALL APPROPRIATELY AGED CHILDREN WITHOUT REGARD TO GENDER, ETHNIC BACKGROUND, DISABILITY, AND/OR RELIGIOUS AFFILIATION.",0,0
020223580,CARDIGAN MOUNTAIN SCHOOL,2016-06-30,19 MORGAN DRIVE,LEBANON,NH,03766,62 ALUMNI DRIVE,CANAAN,NH,03741,CARD,6035234321,CHRISTOPHER DAY,HEAD OF SCHOOL,6035234321,WWW.CARDIGAN.ORG,1945,EDUCATION,197,0,7760013,5102110,12842720,13560835,131456,3340669,169475,193646,20903664,22197260,2303214,2472718,0,0,7572361,8096834,0,0,,1113153,7645645,7164036,17521220,17733588,3382444,4463672,69508270,74044655,17667374,21653519,51840896,52391136,"TO OFFER A CLOSE-KNIT COMMUNITY THAT PREPARES MIDDLE SCHOOL BOYS IN MIND, BODY, AND SPIRIT FOR RESPONSIBLE AND MEANINGFUL LIVES IN A GLOBAL SOCIETY.",156636,154067
